"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0040017","GO:0040017","positive regulation of locomotion","35/4298","108/17744",0.324074074074074,1.33791772228254,1.99146638555752,0.0330133718687402,0.220482788354571,0.19115356626464,"adam8a/sema3b/kdr/sema3d/shtn2/ccdc25/ccn1/nrp1b/asap1a/abl1/sema3e/sema6ba/cxcl12a/rac2/socs1a/plcg1/si:dkey-49n23.1/cxcr4b/sema3ab/phpt1/egfl6/cd99/sema5a/sema5ba/elp5/zgc:153759/zgc:153631/sema5bb/sema4c/cfap20/nrp1a/sema6a/csf1ra/gnb1b/kdrl",35
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","35/4298","108/17744",0.324074074074074,1.33791772228254,1.99146638555752,0.0330133718687402,0.220482788354571,0.19115356626464,"b3gat3/apip/elovl6/mat2b/gclc/bhmt/pdk3a/adi1/lias/csad/extl3/chst11/gcdha/mtap/mat1a/mat2aa/csgalnact1a/pxylp1/coasy/cbsa/papss1/xylt2/ndst2b/xylt1/acacb/mat2al/papss2a/mri1/chsy1/aclya/cdo1/pdk3b/elovl1a/ext1b/mtr",35
"GO:0006695","GO:0006695","cholesterol biosynthetic process","10/4298","23/17744",0.434782608695652,1.79497036032937,2.1568548549418,0.0331931305615645,0.220482788354571,0.19115356626464,"mvk/tm7sf2/cyp51/sc5d/ebp/msmo1/prkaa2/hsd17b7/mvda/hmgcs1",10
"GO:0006998","GO:0006998","nuclear envelope organization","10/4298","23/17744",0.434782608695652,1.79497036032937,2.1568548549418,0.0331931305615645,0.220482788354571,0.19115356626464,"reep3b/tmpoa/lmna/lemd3/tor1l3/ankle2/banf1/chmp2a/tor1/tor1l2",10
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","10/4298","23/17744",0.434782608695652,1.79497036032937,2.1568548549418,0.0331931305615645,0.220482788354571,0.19115356626464,"b3gat3/dcn/dse/extl3/chst11/csgalnact1a/pxylp1/xylt2/xylt1/chsy1",10
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","10/4298","23/17744",0.434782608695652,1.79497036032937,2.1568548549418,0.0331931305615645,0.220482788354571,0.19115356626464,"mvk/tm7sf2/cyp51/sc5d/ebp/msmo1/prkaa2/hsd17b7/mvda/hmgcs1",10
"GO:0010594","GO:0010594","regulation of endothelial cell migration","8/4298","17/17744",0.470588235294118,1.94279144882709,2.19873379431204,0.0336583294425462,0.220482788354571,0.19115356626464,"rab5c/nrp1b/abl1/cnn2/egfl6/peak1/reck/nrp1a",8
"GO:0010977","GO:0010977","negative regulation of neuron projection development","8/4298","17/17744",0.470588235294118,1.94279144882709,2.19873379431204,0.0336583294425462,0.220482788354571,0.19115356626464,"slit2/dip2ba/robo2/tncb/socs3a/epha4a/ulk1b/ulk2",8
"GO:0032925","GO:0032925","regulation of activin receptor signaling pathway","8/4298","17/17744",0.470588235294118,1.94279144882709,2.19873379431204,0.0336583294425462,0.220482788354571,0.19115356626464,"ldb2a/fstl3/aplnrb/dact2/fstb/smad4a/nomo/si:ch211-168f7.5",8
"GO:0034198","GO:0034198","cellular response to amino acid starvation","8/4298","17/17744",0.470588235294118,1.94279144882709,2.19873379431204,0.0336583294425462,0.220482788354571,0.19115356626464,"impact/kics2/nprl2/samtor/sesn2/dap1b/wdr59/sesn4",8
"GO:0060232","GO:0060232","delamination","8/4298","17/17744",0.470588235294118,1.94279144882709,2.19873379431204,0.0336583294425462,0.220482788354571,0.19115356626464,"ythdf2/f2r/mecom/tet3/ifngr1/akna/runx1/cxcl8a",8
"GO:0030901","GO:0030901","midbrain development","15/4298","39/17744",0.384615384615385,1.58785839567599,2.07781674281273,0.0337336082846257,0.220482788354571,0.19115356626464,"tcf7l1b/zic2a/cdh2/wdr73/nlk2/taf1/zic2b/tcf7l1a/csrnp1b/fgf16/pbx4/fgfr2/apc/mast3a/med12",15
"GO:0043547","GO:0043547","positive regulation of GTPase activity","15/4298","39/17744",0.384615384615385,1.58785839567599,2.07781674281273,0.0337336082846257,0.220482788354571,0.19115356626464,"scrib/unm_sa1614/ralgapa2/asap2a/arhgap17a/tiam1b/asap1a/si:dkey-91m11.5/abr/myo9aa/arap3/ralgapa1/bcr/tiam2a/rab3gap1",15
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","9/4298","20/17744",0.45,1.8577943229409,2.17003867089579,0.0337662971057993,0.220482788354571,0.19115356626464,"scrib/cldn7b/b9d2/cdh2/fn1a/stat3/cldn3c/myo9aa/lama1",9
"GO:0070050","GO:0070050","neuron cellular homeostasis","9/4298","20/17744",0.45,1.8577943229409,2.17003867089579,0.0337662971057993,0.220482788354571,0.19115356626464,"smn1/atp6v1g1/calb2a/sod1/auts2a/scgn/gch1/dmxl2/ccnd1",9
"GO:0003158","GO:0003158","endothelium development","23/4298","66/17744",0.348484848484849,1.4386959403246,2.0186879789645,0.0339817993535466,0.221403346226726,0.191951669016917,"itga5/ppp2r2ab/tcf7l1b/pard3ab/f11r.1/kdr/fn1a/lama4/ppp2r2aa/ets1/tmem230a/marcksl1b/tll1/tcf7l1a/tnfrsf19/notch3/ilk/rasa3/sh3kbp1/fbn2b/itga4/kdrl/eng",23
"GO:0000422","GO:0000422","autophagy of mitochondrion","18/4298","49/17744",0.36734693877551,1.51656679423747,2.04714884408505,0.0340728760786321,0.221510973368963,0.192044979303035,"ambra1a/atg3/nipsnap3a/gabarapl2/gabarapa/fundc1/zgc:92606/atg9a/gabarapb/cisd2/rimoc1/atg12/ulk1b/sqstm1/rb1cc1/ulk2/fbxo7/fundc2",18
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","27/4298","80/17744",0.3375,1.39334574220568,1.99354065744871,0.0345491399680025,0.224116800971475,0.194304172607911,"irf2bp2a/jagn1b/ncoa2/sbds/tesca/xpr1b/tescb/srp19/cebpa/hax1/asxl1/kif1b/plcg1/tcta/cdk9/csf3r/slc7a7/pir/srpra/satb1b/runx1/rnf4/qkia/nlrc3l/csf3a/csf1ra/med12",27
"GO:0030162","GO:0030162","regulation of proteolysis","44/4298","141/17744",0.312056737588652,1.28830496783924,1.94320453837783,0.0351365555003674,0.227430732879284,0.197177276251345,"adam8a/psme1/csnk1db/nedd8/caspa/sirt2/psme3/gsk3ab/trib3/serpine2/psme2/rhbdf1a/edn1/lxn/itih3a.2/serpinb1/ube3a/cpamd8/serpine1/styx/cast/traf7/rnf121/socs5b/serpinf1/serpinb1l2/chac1/sh3rf1/aurkaip1/timp2b/fhit/runx1/reck/spink4/serpinb1l1/serpinb1l4/axin2/si:ch211-195b11.3/cdc20/timp4.3/spink2.1/svbp/nedd8l/trib1",44
"GO:0009611","GO:0009611","response to wounding","50/4298","163/17744",0.306748466257669,1.26639013152072,1.93170287370962,0.0353146982174523,0.228086887834893,0.197746147684452,"mcamb/f3b/dysf/myd88/sigmar1/col12a1b/tncb/pla2g4aa/socs3a/nrp1b/cntfr/fgf10a/dpysl2b/lingo1a/cxcl12a/rac2/lgmn/lrrc32/cxcr4b/cdk9/itgb3b/epha4a/lgals2a/f5/serpine1/sdc4/f2r/dcbld2/duox/f2rl1.1/cnp/wfs1b/hbegfa/esama/vwf/f2rl1.2/col12a1a/arhgef19/macir/rhoab/dusp2/hmgb1a/pdgfrb/ppl/nrp1a/cxcl8b.1/evplb/dcc/cxcl8a/lrp4",50
"GO:0006935","GO:0006935","chemotaxis","51/4298","167/17744",0.305389221556886,1.26077858243494,1.91429100132355,0.0365140370745406,0.235054050911369,0.203786519718726,"scrib/yrk/myd88/sema3b/fer/mmp13a/nop56/robo2/sema3d/cyba/dock4b/fgf10a/rab13/sema3e/cxcl12a/rac2/ccr12a/c5ar1/si:dkey-49n23.1/ccl38.6/cxcr4b/sema3ab/lgals3b/ch25h/rbpms2a/saa/ccr9a/ccl19a.1/ccl27a/duox/f2rl1.1/pdgfra/lrrc15/camk1da/cxcl18b/zgc:195173/ackr4a/sema4c/si:ch1073-406l10.2/cxl34b.11/macir/ccl20b/il1b/ccl20a.3/cmklr2/nrp1a/cxcl8b.1/cxcl19/csf1ra/cxcl8a/ccl36.1",51
"GO:0018193","GO:0018193","peptidyl-amino acid modification","45/4298","145/17744",0.310344827586207,1.28123746409717,1.92248675823134,0.0365516565200445,0.235054050911369,0.203786519718726,"loxa/dohh/atat1/dip2ba/ppifa/ppiaa/fes/fer/pdf/ppil1/carm1/lias/eogt/nlk2/ppil3/sumo3b/cbx7a/socs1a/ppid/naa20/eef1akmt1/ppih/mad2l2/loxl2a/prnpb/loxl2b/sumo1/fkbp2/agbl5/prmt7/ppifb/ndufaf5/pias1b/lipt2/camk1da/nsmce2/ranbp2/cbx4/cfap20/sumo2b/ppie/ppiab/kat2a/kdrl/zdhhc21",45
"GO:0060216","GO:0060216","definitive hemopoiesis","22/4298","63/17744",0.349206349206349,1.44167460686772,1.98549808347374,0.036698232275077,0.235486928918474,0.204161815112228,"naca/mycb/ltv1/cbl/rpl22l1/angptl1a/dkc1/smarcc1a/smarcd1/cpsf1/tp53/cebpa/rps24/ccn2a/sumo1/csf3r/gar1/mbd6/znf574/runx1/lpla/sumo2b",22
"GO:0008285","GO:0008285","negative regulation of cell population proliferation","26/4298","77/17744",0.337662337662338,1.39401594217788,1.95897065554431,0.0373407450027075,0.238579254630202,0.206842791220431,"zgc:153911/cd276/si:dkey-42i9.4/sirt2/kank2/cdh2/btg2/btg1/cdkn1ba/tmem127/igfbp2b/cxcl12a/ptgir/lgals9l3/cav2/igfbp2a/tnmd/cdkn1bb/phf14/zgc:153759/zgc:153631/mstnb/klf4/si:dkey-192g7.3/igfbp1a/cdkn1cb",26
"GO:0061515","GO:0061515","myeloid cell development","26/4298","77/17744",0.337662337662338,1.39401594217788,1.95897065554431,0.0373407450027075,0.238579254630202,0.206842791220431,"fech/kmt2a/rps9/fer/klf3/npc1/sec23b/sfxn1/smad9/slc48a1b/rpl18/rps19/melk/tp53/rps14/rps29/rpl11/bdh2/slc7a7/eif1axb/ak3/akap10/nlrc3l/csf3a/csf1ra/hmgcs1",26
"GO:0007632","GO:0007632","visual behavior","13/4298","33/17744",0.393939393939394,1.62635193254086,2.03612308820582,0.0382084768780041,0.243077911787045,0.210743024727772,"sf3b4/lhx2b/lamc1/ipo13b/atp5if1a/wfs1b/chd7/trnt1/il7r/pim1/lamb1a/atp6v0e1/lama1",13
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","13/4298","33/17744",0.393939393939394,1.62635193254086,2.03612308820582,0.0382084768780041,0.243077911787045,0.210743024727772,"grpel1/timm17a/chchd4a/romo1/chchd4b/dnajc19/tomm7/dnlz/pex6/timm23a/timm21/pam16/tomm20b",13
"GO:0008045","GO:0008045","motor neuron axon guidance","19/4298","53/17744",0.358490566037736,1.4800038631395,1.97859384889437,0.0385043141990575,0.243915389094669,0.211469098518895,"plxna3/ppp1r12a/nop56/smn1/cdh2/stat3/gli2a/hif1ab/chst11/kif1b/sema3ab/etv5b/e2f8/plod3/sema4c/lamc3/pin1/nrp1a/lama1",19
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","19/4298","53/17744",0.358490566037736,1.4800038631395,1.97859384889437,0.0385043141990575,0.243915389094669,0.211469098518895,"psme1/lats1/rb1/ambra1a/psme3/ccng2/kank2/pla2g4aa/cdkn1ba/psme2/plk3/ccnb1/cdkn1bb/cdk6/ccnjl/cdk4/ccne2/ccnd1/ccnf",19
"GO:0045595","GO:0045595","regulation of cell differentiation","126/4298","452/17744",0.278761061946903,1.15084604075985,1.8366681638203,0.0389494680557543,0.246210360837545,0.213458786858747,"mapk14a/prdm1a/nudt21/plxnb2a.1/nf1b/slit2/grna/dip2ba/nfkbiaa/enpp1/gnl3/fam49a/dbnla/ambra1a/myog/tnfa/med14/myd88/churc1/fgfr1a/uqcc2/sirt2/nf1a/plekhb2/ythdf2/robo2/f11r.1/cdh2/carm1/tncb/stat3/ccn1/grnb/gli2a/tiam1b/numb/ucmaa/tesca/med23/tph1a/jag1a/rps19/tescb/fgf10a/pthlha/lef1/si:dkey-40c11.2/plxnb3/irx5a/tp53/tph1b/dnmt3bb.1/edn1/asxl1/cxcl12a/tmem53/lgmn/runx2a/klf2b/id1/bhlhe41/elmo3/hipk2/klf2a/ccn2a/impact/mmachc/sox9b/loxl2a/loxl2b/cdk9/rbpms2a/csf3r/bloc1s2/gli3/notch3/runx3/si:ch211-204c21.1/gdf6a/ccn4a/epha4a/lgals2a/id2a/msmo1/fgfr2/f2r/vezf1b/pum2/erf/h2az2a/serpinf1/sh3rf1/pdgfra/hey1/dusp6/zfhx3a/ulk1b/zmiz1a/chd7/gdpd5b/gdpd5a/brd4/dlx2a/cebpd/runx1/reck/rflnb/ccdc141/ulk2/qkia/hdac4/sgcd/pithd1/il1b/elmo1/rgs2/cygb1/lpar3/csf3a/lama1/csf1ra/zfhx3b/notch1a/med12/aamdc/kat2a",126
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","64/4298","216/17744",0.296296296296296,1.22323906037261,1.86629828753883,0.0391647279348878,0.246681224588445,0.213867015028761,"atp5po/ak1/pfas/elovl6/ppat/ak2/uck2a/atp5mc3b/atp5pb/prtfdc1b/atp5l/atp5pf/pdk3a/gmppb/npr1b/atp5f1d/cmpk/uck2b/ctps1a/mpi/adcy8/rrm2b/atpsckmt/paics/gcdha/pmm2/atp5mf/adka/gnpnat1/antkmt/impdh1a/gfus.3/coasy/atp5if1b/atp5f1c/dhodh/dtymk/papss1/gfpt1/ak3/nudt2/acacb/mt-co1/atp5if1a/nppc/atp5meb/papss2a/adcy3a/si:ch211-140m22.7/atp5mea/uqcc3/atp5f1e/adkb/atp5pd/ctps1b/aclya/pdk3b/elovl1a/adcy9/nme3/nme2b.1/npr2/ampd2a/dut",64
"GO:0006839","GO:0006839","mitochondrial transport","31/4298","95/17744",0.326315789473684,1.34717249148931,1.91821479197733,0.0391900161581104,0.246681224588445,0.213867015028761,"slc25a24/micu2/grpel1/mcur1/sfxn1/mpc2b/sfxn5b/timm17a/chchd4a/timm29/romo1/slc25a33/chchd4b/ucp2/dnajc19/slc25a28/rhot2/timm13/slc25a15a/tomm7/dnlz/timm10/timm23a/timm21/slc25a17l/timm22/slc25a5/mpc1/smdt1b/pam16/tomm20b",31
"GO:0042330","GO:0042330","taxis","51/4298","168/17744",0.303571428571429,1.25327394801569,1.86481312618961,0.04042129668855,0.253256413036984,0.219567553969601,"scrib/yrk/myd88/sema3b/fer/mmp13a/nop56/robo2/sema3d/cyba/dock4b/fgf10a/rab13/sema3e/cxcl12a/rac2/ccr12a/c5ar1/si:dkey-49n23.1/ccl38.6/cxcr4b/sema3ab/lgals3b/ch25h/rbpms2a/saa/ccr9a/ccl19a.1/ccl27a/duox/f2rl1.1/pdgfra/lrrc15/camk1da/cxcl18b/zgc:195173/ackr4a/sema4c/si:ch1073-406l10.2/cxl34b.11/macir/ccl20b/il1b/ccl20a.3/cmklr2/nrp1a/cxcl8b.1/cxcl19/csf1ra/cxcl8a/ccl36.1",51
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","12/4298","30/17744",0.4,1.65137273150302,2.01874776689822,0.040497451636249,0.253256413036984,0.219567553969601,"chchd6a/bcs1l/apoob/timm29/romo1/timm13/timm10/maip1/micos13/timm22/uqcc3/apooa",12
"GO:0051262","GO:0051262","protein tetramerization","12/4298","30/17744",0.4,1.65137273150302,2.01874776689822,0.040497451636249,0.253256413036984,0.219567553969601,"nudt21/gnmt/pkd2/tp73/cpsf6/tp53/atp5if1b/tp63/crtc3/atp5if1a/aldh9a1a.1/trpm6",12
"GO:0007033","GO:0007033","vacuole organization","34/4298","106/17744",0.320754716981132,1.32421398280903,1.8928237788701,0.0405846136475709,0.253256413036984,0.219567553969601,"si:dkey-28b4.8/rab23/ambra1a/atg3/srpx/aktip/gabarapl2/tp53inp1/rab32a/atp2a2a/rab1ab/vps4a/atp6v1e1b/emc6/gabarapa/phf23b/zgc:92606/tmem251/atg9a/atp6v1f/rab34a/gabarapb/rab1aa/rab1bb/snapin/atg12/rab14/ulk1b/lamtor1/rb1cc1/fhip1b/ulk2/rab3gap1/rraga",34
"GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","42/4298","135/17744",0.311111111111111,1.28440101339124,1.87534362066897,0.0406608243078564,0.253256413036984,0.219567553969601,"apip/pfas/gcat/glud1a/ttc36/gclc/bhmt/ilvbl/pnpo/pah/adi1/gatd3/hmgcl/gstz1/ctps1a/ggh/mtap/aasdhppt/aldh4a1/arg2/qdpra/got2a/hpdb/bcat1/aass/cbsa/gfpt1/hgd/glsl/tat/mri1/gcsha/ctps1b/cdo1/aldh18a1/glula/glulb/glud1b/ass1/shmt2/mtr/gcshb",42
"GO:0006259","GO:0006259","DNA metabolic process","135/4298","488/17744",0.276639344262295,1.14208667393908,1.7994648654104,0.0418596983972002,0.260178167234481,0.225568557537875,"gins2/ruvbl1/rpa3/ube2al/polb/sycp1/zgc:112496/bccip/dnase1l1/mta1/gins1/pole3/fen1/zgc:110269/tdg.1/pole4/sulf2b/rfc2/esco2/dnase1l4.1/rbbp7/huwe1/ints3/neil1/carm1/dtl/mcm3/nsmce4a/top2a/trip13/fanci/aktip/sem1/ube2v2/inip/h2ax/parpbp/igfbp2b/si:dkey-261m9.12/histh1l1/tp53/gmnn/gtf2h4/eya3/tipin/tatdn1/rpa2/ptges3a/wdr48b/h1-0/ssbp1/zfyve26/polr2i/rtf2/ube2v1/smek1/chrac1/unga/ccn2a/nfic/nfixa/mgmt/ufm1/cdk9/ube2wa/msrb1b/ube2wb/kin/ube2nb/si:ch211-113a14.24/si:ch211-113a14.18/dtymk/igfbp2a/h1-10/dctpp1/dffa/rfc3/gtf2h5/e2f8/zgc:110425/endog/nhej1/emsy/vcpip1/parga/trip12/nfixb/chaf1a/nfia/tfam/gtf2h3/chtf8/nhp2/actr2b/ctc1/alkbh1/smarcad1b/h1l1/polg2/prkdc/si:dkey-108k21.10/nsmce2/ppp4cb/gar1/ascc1/paxx/mms19/pold4/supt16h/dbf4b/ascc3/top1b/rexo4/cenpx/ptges3b/hrob/zgc:153405/ten1/brcc3/nipbla/nsmce1/pds5b/twnk/nme3/mcm7/tk1/rps3/si:ch211-127m7.2/nop10/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12/park7",135
"GO:0006635","GO:0006635","fatty acid beta-oxidation","15/4298","40/17744",0.375,1.54816193578409,1.96224553055743,0.0422270061673642,0.261367573590081,0.226599745814781,"echs1/acaa1/ech1/acoxl/hadh/gcdha/acadm/hadhab/ehhadh/abcd1/tysnd1/si:dkey-238o13.4/acadl/etfa/abcd3a",15
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","15/4298","40/17744",0.375,1.54816193578409,1.96224553055743,0.0422270061673642,0.261367573590081,0.226599745814781,"scrib/unm_sa1614/ralgapa2/asap2a/arhgap17a/tiam1b/asap1a/si:dkey-91m11.5/abr/myo9aa/arap3/ralgapa1/bcr/tiam2a/rab3gap1",15
"GO:0051301","GO:0051301","cell division","86/4298","300/17744",0.286666666666667,1.1834837909105,1.81211381433865,0.0424075851033182,0.261939574515506,0.227095657616413,"mapk14a/nusap1/anxa11b/mapre1b/reep3b/ncapd2/chmp4bb/cdc25b/aurka/mtrex/ythdf2/kif23/racgap1/zgc:63587/tgfb3/septin9a/gnai1/tgfb2/septin2/arpp19a/ccnk/tp53/ankle2/mdka/tipin/aurkb/klhl21/arpp19b/zfyve26/cdc42l/ttk/dctn3/rack1/mad2l2/mapre1a/cdca8/dynlt3/ccnb1/notch3/si:dkey-187j14.4/pelo/mastl/cdc27/e2f8/plk1/rab25a/sdc4/ncapg2/anln/si:ch211-244o22.2/ska3/knl1/cdca3/birc6/lzts2a/ccar1/chfr/piezo1/cdc26/anapc13/dchs1b/akna/zgc:66473/bod1l1/entr1/si:dkey-25o16.4/brcc3/ccne2/iqgap3/incenp/ppp1cc/cdc37/si:ch73-170d6.2/mapre2/cdc20/ccnd1/anapc11/rps3/rab11fip4b/aspm/sgo1/bod1/nudc/ccnf/ska2/zgc:86839",86
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","11/4298","27/17744",0.407407407407407,1.68195370801234,2.00489606296232,0.0427491587292984,0.263501557229762,0.228449861128179,"cd74a/bcor/rps19/tp53/cd74b/phlda3/rps29/hipk2/fhit/si:dkey-9i23.15/si:dkey-74k8.3",11
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","26/4298","78/17744",0.333333333333333,1.37614394291919,1.88227224936861,0.0434810491253033,0.267457964702435,0.231879976483856,"slc25a24/micu2/grpel1/mcur1/sfxn1/mpc2b/sfxn5b/timm17a/chchd4a/romo1/slc25a33/chchd4b/ucp2/dnajc19/slc25a28/slc25a15a/tomm7/dnlz/timm23a/timm21/slc25a17l/slc25a5/mpc1/smdt1b/pam16/tomm20b",26
"GO:0035265","GO:0035265","organ growth","17/4298","47/17744",0.361702127659574,1.49326257635912,1.9143769162623,0.0447977551106097,0.273733846557468,0.23732102341091,"ruvbl1/lats1/cacna1c/rap1b/itga3b/larp7/ier3ip1/gja1b/prrx1b/cdk9/dusp6/wwc1/smarca4a/prdm16/runx1/ndrg4/npr2",17
"GO:0030335","GO:0030335","positive regulation of cell migration","31/4298","96/17744",0.322916666666667,1.33313944470296,1.85039354546125,0.0448445219311407,0.273733846557468,0.23732102341091,"adam8a/sema3b/kdr/sema3d/shtn2/ccn1/nrp1b/asap1a/abl1/sema3e/sema6ba/cxcl12a/rac2/socs1a/plcg1/si:dkey-49n23.1/sema3ab/egfl6/cd99/sema5a/sema5ba/elp5/zgc:153759/zgc:153631/sema5bb/sema4c/nrp1a/sema6a/csf1ra/gnb1b/kdrl",31
"GO:0071695","GO:0071695","anatomical structure maturation","31/4298","96/17744",0.322916666666667,1.33313944470296,1.85039354546125,0.0448445219311407,0.273733846557468,0.23732102341091,"fech/ybx1/rb1/nsfa/rps9/col1a1a/ythdf2/klf3/zeb1a/sfxn1/macf1a/rpl18/tp53/ltbp3/rps14/saa/ccnb1/bdh2/gdf6a/pgrmc1/eif1axb/nup210/megf6b/chd7/scarf1/megf6a/reck/rflnb/sgcd/csf1ra/ndrg4",31
"GO:0055017","GO:0055017","cardiac muscle tissue growth","10/4298","24/17744",0.416666666666667,1.72017992864898,1.99602030034736,0.0448698698328801,0.273733846557468,0.23732102341091,"cacna1c/itga3b/larp7/prrx1b/cdk9/smarca4a/prdm16/runx1/ndrg4/npr2",10
"GO:0009147","GO:0009147","pyrimidine nucleoside triphosphate metabolic process","9/4298","21/17744",0.428571428571429,1.76932792661038,1.994356094377,0.0467103255666441,0.275075501556694,0.23848420780146,"uck2a/uck2b/ctps1a/dtymk/dctpp1/ctps1b/nme3/nme2b.1/dut",9
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","9/4298","21/17744",0.428571428571429,1.76932792661038,1.994356094377,0.0467103255666441,0.275075501556694,0.23848420780146,"prdx2/prdx3/txndc12/prdx5/prdx1/duox/prdx4/cat/park7",9
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","9/4298","21/17744",0.428571428571429,1.76932792661038,1.994356094377,0.0467103255666441,0.275075501556694,0.23848420780146,"caspa/mcl1b/mcl1a/gsk3ab/baxa/baxb/tp53/casp2/caspbl",9
"GO:0050821","GO:0050821","protein stabilization","9/4298","21/17744",0.428571428571429,1.76932792661038,1.994356094377,0.0467103255666441,0.275075501556694,0.23848420780146,"bag5/bag1/hsp90aa1.2/glmp/hypk/dnlz/atf7ip/cdc37/park7",9
"GO:0016049","GO:0016049","cell growth","40/4298","129/17744",0.310077519379845,1.28013390038994,1.80538312142422,0.0470809530102948,0.275075501556694,0.23848420780146,"mapk14a/dcaf13/slit2/grna/dip2ba/robo3/plxna3/dbnla/pard3ab/robo2/gemin2/sema3d/smn1/tncb/grnb/extl3/si:dkey-40c11.2/kif1b/cxcl12a/lamtor2/cxcr4b/impact/cyfip1/col4a5/epha4a/ret/llph/sema5a/sema5ba/ulk1b/sema5bb/dnph1/plxnb1a/myo9aa/tmem108/ulk2/ssna1/nrp1a/wnt5b/dcc",40
"GO:0002063","GO:0002063","chondrocyte development","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"sulf2b/mpi/pmm2/mmachc/gfpt1/rflnb",6
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"ptges3a/nhp2/gar1/ptges3b/ten1/nop10",6
"GO:0006555","GO:0006555","methionine metabolic process","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"apip/bhmt/adi1/mtap/mri1/mtr",6
"GO:0006570","GO:0006570","tyrosine metabolic process","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"ttc36/pah/gstz1/hpdb/hgd/tat",6
"GO:0007004","GO:0007004","telomere maintenance via telomerase","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"ptges3a/nhp2/gar1/ptges3b/ten1/nop10",6
"GO:0021654","GO:0021654","rhombomere boundary formation","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"mafba/efnb3b/notch1b/notch3/epha4a/med12",6
"GO:0034067","GO:0034067","protein localization to Golgi apparatus","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"optn/sys1/arl5a/rab6bb/arl5c/arl1",6
"GO:0045116","GO:0045116","protein neddylation","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"nedd8/ube2f/dcun1d1/dcun1d5/si:ch1073-205c8.3/nedd8l",6
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"tesca/tescb/runx1/pithd1/lpar3/csf3a",6
"GO:0048799","GO:0048799","animal organ maturation","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"col1a1a/megf6b/chd7/megf6a/rflnb/sgcd",6
"GO:0048922","GO:0048922","posterior lateral line neuromast deposition","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"anos1b/lef1/smad5/tnfrsf19/rtn4a/ngfrb",6
"GO:0051145","GO:0051145","smooth muscle cell differentiation","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"ltbp3/rbpms2a/mrtfbb/mrtfba/foxo1a/pdgfrb",6
"GO:0051489","GO:0051489","regulation of filopodium assembly","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"gpm6ab/nrp1b/selenow2a/dock11/abitram/nrp1a",6
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","6/4298","12/17744",0.5,2.06421591437878,2.08493101190984,0.0471960772899255,0.275075501556694,0.23848420780146,"klf2a/slc7a6/pora/porb/marc1/cygb1",6
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","8/4298","18/17744",0.444444444444444,1.83485859055892,2.00352136875629,0.0480288019352525,0.275075501556694,0.23848420780146,"itga5/fn1a/rab5c/nrp1b/egfl6/arfgef2/reck/nrp1a",8
